Espécie,Extinções Totais,Extinções Secundárias,Grau Entrada,Grau Saída,Grau Total,Betweenness,Closeness,PageRank
Sterechinus Antarcticus,1,0,112,8,120,57.96,0.5048,0.0016
Eudorella Splendida,1,0,59,7,66,16.23,0.4492,0.0009
Vaunthompsonia Indermis,1,0,59,7,66,16.23,0.4492,0.0009
Camylaspis Maculata,1,0,59,7,66,16.23,0.4492,0.0009
Beroe Cucumis,1,0,4,14,18,1.02,0.4317,0.0007
Lyrocteis Flavopallidus,1,0,13,14,27,38.93,0.4462,0.0007
Callianira Antarctica,1,0,13,14,27,38.93,0.4462,0.0007
Pachycara Brachycephalum,1,0,43,24,67,86.89,0.5146,0.0023
Cyclocardia Astartoides,1,0,0,17,17,0.0,0.476,0.0005
Laternula Elliptica,1,0,0,29,29,0.0,0.4828,0.0005
Limopsis Lillei,1,0,0,28,28,0.0,0.4823,0.0005
Limopsis Marionensis,1,0,0,28,28,0.0,0.4823,0.0005
Lissarca Notorcadensis,1,0,0,31,31,0.0,0.4838,0.0005
Propeleda Longicaudata,1,0,0,24,24,0.0,0.4756,0.0005
Promachocrinus Kerguelensis,1,0,0,6,6,0.0,0.4517,0.0005
Anthometra Adriani,1,0,0,5,5,0.0,0.4244,0.0005
Molgula Pedunculata,1,0,0,4,4,0.0,0.3897,0.0005
Ascidia Challengeri,1,0,0,4,4,0.0,0.3897,0.0005
Corella Eumyota,1,0,0,4,4,0.0,0.3897,0.0005
Aplidium Vastum,1,0,0,4,4,0.0,0.3897,0.0005
Synoicum Adareanum,1,0,0,4,4,0.0,0.3897,0.0005
Cnemidocarpa Verrucosa,1,0,0,6,6,0.0,0.391,0.0005
Sycozoa Sigillinoides,1,0,0,4,4,0.0,0.3897,0.0005
Pyura Bouvetensis,1,0,0,4,4,0.0,0.3897,0.0005
Pyura Discoveryi,1,0,0,4,4,0.0,0.3897,0.0005
Pyura Setosa,1,0,0,4,4,0.0,0.3897,0.0005
Pyura Tunicata,1,0,0,4,4,0.0,0.3897,0.0005
Ctenocidaris Gigantea,1,0,68,0,68,0.0,0.4718,0.0024
Ctenocidaris Spinosa,1,0,73,0,73,0.0,0.4794,0.0025
Notocidaris Mortenseni,1,0,52,0,52,0.0,0.4029,0.0012
Austrocidaris Canaliculata,1,0,25,0,25,0.0,0.4008,0.0013
Aporocidaris Milleri,1,0,58,0,58,0.0,0.469,0.0023
Ctenocidaris Perrieri,1,0,68,0,68,0.0,0.47,0.0024
Ctenocidaris Gilberti,1,0,53,0,53,0.0,0.3962,0.0012
Urticinopsis Antarctica,1,0,21,6,27,56.16,0.4804,0.0029
Isotealia Antarctica,1,0,68,6,74,34.63,0.4862,0.001
Edwardsia Meridionalis,1,0,68,6,74,35.08,0.4852,0.0012
Isosicyonis Alba,1,0,68,6,74,35.08,0.4852,0.0012
Nuttallochiton Mirandus,1,0,53,1,54,10.49,0.4173,0.0012
Callochiton Gaussi,1,0,14,1,15,1.56,0.3625,0.0007
Cadulus Dalli Antarcticum,1,0,0,5,5,0.0,0.3777,0.0005
Fissidentalium Majorinum,1,0,0,5,5,0.0,0.3777,0.0005
Champsocephalus Gunnari,1,0,23,23,46,1560.94,0.4933,0.0025
Psychroteuthis Glacialis,1,0,18,5,23,365.26,0.4094,0.0011
Moroteuthis Ingens,1,0,30,16,46,182.66,0.424,0.0014
Alluroteuthis Antarcticus,1,0,3,16,19,32.39,0.3929,0.0007
Galiteuthis Glacialis,1,0,4,26,30,29.67,0.4094,0.0006
Kondakovia Longimana,1,0,4,21,25,19.25,0.4077,0.0006
Gonatus Antarcticus,1,0,11,25,36,214.57,0.4229,0.0008
Mesonychoteuthis Hamiltoni,1,0,9,20,29,44.67,0.3661,0.001
Martialia Hyadesi,1,0,12,21,33,178.58,0.4166,0.001
Baseodiscus Antarcticus,1,0,89,0,89,0.0,0.4964,0.0128
Lineus Longifissus,1,0,89,0,89,0.0,0.4964,0.0128
Parborlasia Corrugatus,1,0,89,0,89,0.0,0.4964,0.0128
Pseudosagitta Gazellae,1,0,2,9,11,0.0,0.3988,0.0006
Sagitta Marri,1,0,6,11,17,0.48,0.4063,0.0006
Pseudosagitta Maxima,1,0,6,9,15,0.48,0.4029,0.0006
Salpa Gerlachei,1,0,65,10,75,37.86,0.4188,0.001
Ihlea Racovitzai,1,0,65,10,75,37.86,0.4188,0.001
Diastylis Mawsoni,1,0,0,7,7,0.0,0.3968,0.0005
Ekleptostylis Debroyeri,1,0,0,7,7,0.0,0.3968,0.0005
Phascolion Strombi,1,0,0,1,1,0.0,0.3576,0.0005
Golfingia Nordenskojoeldi,1,0,0,1,1,0.0,0.3576,0.0005
Golfingia Mawsoni,1,0,0,1,1,0.0,0.3576,0.0005
Golfingia Ohlini,1,0,0,1,1,0.0,0.3576,0.0005
Golfingia Anderssoni,1,0,0,1,1,0.0,0.3576,0.0005
Golfingia Margaritacea Margaritacea,1,0,0,1,1,0.0,0.3576,0.0005
Alomasoma Belyaevi,1,0,0,1,1,0.0,0.3576,0.0005
Echiurus Antarcticus,1,0,0,1,1,0.0,0.3576,0.0005
Maxmuelleria Faex,1,0,0,1,1,0.0,0.3576,0.0005
Fulmarus Glacialoides,1,0,17,0,17,0.0,0.4569,0.0012
Thalassoica Antarctica,1,0,18,1,19,12.53,0.4578,0.0012
Halobaena Caerulea,1,0,21,1,22,14.0,0.4591,0.0012
Daption Capense,1,0,15,0,15,0.0,0.453,0.0011
Pagodroma Nivea,1,0,11,0,11,0.0,0.4504,0.001
Aphrodroma Brevirostris,1,0,11,0,11,0.0,0.4526,0.001
Macronectes Halli,1,0,11,0,11,0.0,0.4232,0.0037
Macronectes Giganteus,1,0,16,0,16,0.0,0.4056,0.0009
Procellaria Aequinoctialis,1,0,8,0,8,0.0,0.3949,0.0007
Oceanites Oceanicus,1,0,8,0,8,0.0,0.3988,0.0007
Sterna Vittata,1,0,2,0,2,0.0,0.3801,0.0006
Sterna Paradisaea,1,0,7,0,7,0.0,0.3972,0.0006
Pachyptila Desolata,1,0,33,0,33,0.0,0.4573,0.0041
Aptenodytes Forsteri,1,0,53,0,53,0.0,0.4727,0.0075
Pygoscelis Adeliae,1,0,5,2,7,1.67,0.3968,0.0006
Lobodon Carcinophaga,1,0,27,1,28,5.03,0.4101,0.0012
Hydrurga Leptonyx,1,0,66,1,67,36.24,0.4808,0.0111
Arctocephalus Gazella,1,0,59,2,61,37.24,0.478,0.0078
Mirounga Leonina,1,0,55,1,56,33.04,0.4417,0.0076
Ommatophoca Rossii,1,0,55,1,56,33.04,0.4417,0.0076
Leptonychotes Weddelli,1,0,58,1,59,36.42,0.476,0.0104
Balaenoptera Musculus,1,0,37,0,37,0.0,0.4305,0.0017
Balaenoptera Physalus,1,0,37,0,37,0.0,0.4305,0.0017
Balaenoptera Acutorostrata,1,0,28,1,29,8.81,0.4173,0.0012
Physeter Macrocephalus,1,0,20,0,20,0.0,0.4073,0.0013
Megaptera Novaeangliae,1,0,4,0,4,0.0,0.375,0.0006
Orcinus Orca,1,0,26,0,26,0.0,0.3841,0.04
Lagenorhynchus Cruciger,1,0,20,0,20,0.0,0.4073,0.0013
Tursiops Truncatus,1,0,20,0,20,0.0,0.4073,0.0013
